Rank,Title,OA,Country,SJR-index,CiteScore,H-index,Best Quartile,Best Categories,Best Subject Area,Best Subject Rank,Total Docs.,Total Docs. 3y,Total Refs.,Total Cites 3y,Citable Docs. 3y,Cites/Doc. 2y,Refs./Doc.,Publisher,Core Collection,Coverage,Active,In-Press,ISO Language Code,ASJC Codes,Life Sciences,Social Sciences,Physical Sciences,Health Sciences,1000 General,1100 Agricultural and Biological Sciences,1200 Arts and Humanities,"1300 Biochemistry, Genetics and Molecular Biology","1400 Business, Management and Accounting",1500 Chemical Engineering,1600 Chemistry,1700 Computer Science,1800 Decision Sciences,1900 Earth and Planetary Sciences,"2000 Economics, Econometrics and Finance",2100 Energy,2200 Engineering,2300 Environmental Science,2400 Immunology and Microbiology,2500 Materials Science,2600 Mathematics,2700 Medicine,2800 Neuroscience,2900 Nursing,"3000 Pharmacology, Toxicology and Pharmaceutics",3100 Physics and Astronomy,3200 Psychology,3300 Social Sciences,3400 Veterinary,3500 Dentistry,3600 Health Professions
69,Annual Review of Economics,False,United States,10.247,10.2,67,Q1,['Economics and Econometrics'],"Economics, Econometrics and Finance",13,33,90,3832,742,90,5.55,116.12,Annual Reviews,Social Sciences Citation Index,2010,True,False,ENG,['2002'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Cell Host and Microbe,False,United States,10.227,44.6,219,Q1,"['Immunology and Microbiology (miscellaneous)', 'Microbiology', 'Parasitology', 'Virology']",Immunology and Microbiology,8,208,601,9741,11449,522,20.53,46.83,,,2007,True,True,ENG,"['2406', ' 2404', ' 2405']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,Nature Reviews Gastroenterology and Hepatology,False,United Kingdom,10.178,56.4,173,Q1,"['Gastroenterology', 'Hepatology']",Medicine,26,166,448,9207,10502,272,21.1,55.46,,,2009,True,True,ENG,"['2715', ' 2721']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,Journal of Clinical Oncology,False,United States,10.163,39.6,600,Q1,['Cancer Research'],"Biochemistry, Genetics and Molecular Biology",14,575,1639,16901,25122,1168,16.3,29.39,Lippincott Williams & Wilkins,Science Citation Index Expanded,1983,True,False,ENG,"['1306', ' 2730']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,Cell Metabolism,False,United States,10.037,49.0,318,Q1,"['Cell Biology', 'Molecular Biology', 'Physiology']","Biochemistry, Genetics and Molecular Biology",15,176,669,10589,14060,591,19.45,60.16,Cell Press,Science Citation Index Expanded,2005,True,True,ENG,"['1307', ' 1312', ' 1314']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Annual Review of Public Health,False,United States,9.963,35.8,166,Q1,"['Medicine (miscellaneous)', 'Public Health, Environmental and Occupational Health']",Medicine,28,29,86,3392,2111,56,19.43,116.97,Annual Reviews,Science Citation Index Expanded | Social Sciences Citation Index,1980,True,False,ENG,"['2739', ' 2700']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75,Astronomy and Astrophysics Review,False,Germany,9.937,47.1,74,Q1,['Space and Planetary Science'],Earth and Planetary Sciences,1,8,24,2605,649,24,22.44,325.63,Springer,Science Citation Index Expanded,1989,True,True,ENG,"['1912', ' 3103']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,"Lancet Neurology, The",False,United Kingdom,9.819,,336,Q1,['Neurology (clinical)'],Medicine,29,270,778,5157,11337,331,11.88,19.1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Nature Cancer,False,United States,9.817,20.8,44,Q1,['Cancer Research'],"Biochemistry, Genetics and Molecular Biology",16,169,285,6671,3373,183,11.84,39.47,Nature Portfolio,Science Citation Index Expanded,2020,True,True,ENG,"['1306', ' 2730']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,Nature Cell Biology,False,United Kingdom,9.568,38.5,396,Q1,['Cell Biology'],"Biochemistry, Genetics and Molecular Biology",17,217,521,9787,8513,410,12.11,45.1,Nature Portfolio,Science Citation Index Expanded,1999,True,True,ENG,['1307'],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Molecular Cell,False,United States,9.541,29.2,429,Q1,"['Cell Biology', 'Molecular Biology']","Biochemistry, Genetics and Molecular Biology",18,401,1272,24865,17436,1183,11.86,62.01,Cell Press,Science Citation Index Expanded,1997,True,True,ENG,"['1307', ' 1312']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Advanced Materials,False,United States,9.538,45.5,605,Q1,"['Mechanical Engineering', 'Mechanics of Materials']",Engineering,6,1893,4328,146585,130832,4284,29.06,77.44,Wiley-V C H Verlag Gmbh,Science Citation Index Expanded,1989,True,True,ENG,"['2210', ' 2211', ' 2500']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,Nature Reviews Physics,True,United Kingdom,9.34,44.1,52,Q1,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,10,134,346,7897,5196,170,12.99,58.93,Nature Portfolio,Science Citation Index Expanded,2019,True,True,ENG,['3100'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,Genome Biology,True,United Kingdom,9.249,25.5,284,Q1,"['Ecology, Evolution, Behavior and Systematics']",Agricultural and Biological Sciences,1,264,921,17776,13885,888,11.07,67.33,Bmc,Science Citation Index Expanded,2000,True,True,ENG,"['1307', ' 1311', ' 1105']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Annual Review of Psychology,False,United States,9.226,47.3,266,Q1,['Psychology (miscellaneous)'],Psychology,1,30,86,4448,2659,83,26.89,148.27,Annual Reviews,Science Citation Index Expanded | Social Sciences Citation Index,1950,True,False,ENG,['3200'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,Nature Microbiology,False,United Kingdom,9.187,44.9,121,Q1,"['Applied Microbiology and Biotechnology', 'Immunology', 'Microbiology']",Immunology and Microbiology,9,254,668,12162,12048,478,20.94,47.88,Nature Portfolio,Science Citation Index Expanded,2016,True,False,ENG,"['1307', ' 2726', ' 1311', ' 2402', ' 2403', ' 2404']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85,Cell Stem Cell,False,United States,9.156,35.4,287,Q1,"['Cell Biology', 'Genetics', 'Molecular Medicine']","Biochemistry, Genetics and Molecular Biology",21,153,582,8860,8530,504,14.43,57.91,Cell Press,Science Citation Index Expanded,2007,True,True,ENG,"['1307', ' 1311', ' 1313']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Reviews of Geophysics,False,United States,9.061,47.2,180,Q1,['Geophysics'],Earth and Planetary Sciences,2,23,76,9337,2193,74,26.25,405.96,Amer Geophysical Union,Science Citation Index Expanded,1963,True,True,ENG,['1908'],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Advanced Energy Materials,False,Germany,9.044,42.6,290,Q1,"['Renewable Energy, Sustainability and the Environment']",Energy,5,811,2032,69739,56578,2020,27.48,85.99,Wiley-V C H Verlag Gmbh,Science Citation Index Expanded,2011,True,True,ENG,"['2500', ' 2105']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,Molecular Cancer,True,United Kingdom,8.703,64.9,171,Q1,"['Cancer Research', 'Molecular Medicine']","Biochemistry, Genetics and Molecular Biology",22,210,484,17736,17050,436,28.85,84.46,Bmc,Science Citation Index Expanded,2002,True,False,ENG,"['1306', ' 2730', ' 1313']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,Annual Review of Pathology: Mechanisms of Disease,False,United States,8.628,53.8,143,Q1,['Plant Science'],Agricultural and Biological Sciences,2,0,83,0,2315,83,26.19,0.0,,,2006,True,False,ENG,['2734'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,Journal of Economic Perspectives,False,United States,8.59,15.8,213,Q1,['Economics and Econometrics'],"Economics, Econometrics and Finance",14,41,128,2638,1557,127,8.43,64.34,Amer Economic Assoc,Social Sciences Citation Index,1992,True,False,ENG,['2002'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Gut,False,United Kingdom,8.588,47.4,328,Q1,['Gastroenterology'],Medicine,34,409,995,12826,16786,632,15.85,31.36,Bmj Publishing Group,Science Citation Index Expanded,1960,True,True,ENG,['2715'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,Progress in Materials Science,False,United Kingdom,8.515,67.5,210,Q1,['Materials Science (miscellaneous)'],Materials Science,10,83,174,27307,8117,173,43.41,329.0,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded,1961,True,True,ENG,['2500'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,Strategic Management Journal,False,United Kingdom,8.497,11.7,318,Q1,"['Business and International Management', 'Strategy and Management']","Business, Management and Accounting",8,122,278,9819,2915,275,8.78,80.48,Wiley,Social Sciences Citation Index,1980,True,True,ENG,"['1408', ' 1403']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Annual Review of Neuroscience,False,United States,8.389,24.4,256,Q1,['Neuroscience (miscellaneous)'],Neuroscience,2,27,72,4087,1166,72,14.22,151.37,Annual Reviews,Science Citation Index Expanded,1978,True,False,ENG,['2800'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,Review of Economics and Statistics,False,United States,8.371,8.3,189,Q1,['Social Sciences (miscellaneous)'],Social Sciences,5,90,197,4125,1240,197,5.52,45.83,Mit Press,Social Sciences Citation Index,1978,True,False,ENG,"['2002', ' 3301']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,Journal of the American College of Cardiology,False,United States,8.343,40.8,472,Q1,['Cardiology and Cardiovascular Medicine'],Medicine,35,649,2692,20324,24597,1163,8.96,31.32,Elsevier Science Inc,Science Citation Index Expanded,1983,True,True,ENG,['2705'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,Advances in Optics and Photonics,False,United States,8.332,48.8,82,Q1,['Water Science and Technology'],Environmental Science,5,10,51,2951,1144,41,25.94,295.1,Optica Publishing Group,Science Citation Index Expanded,2009,True,False,ENG,['3107'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98,Nucleic Acids Research,True,United Kingdom,8.234,32.3,607,Q1,['Genetics'],"Biochemistry, Genetics and Molecular Biology",23,1214,3872,58320,68591,3866,14.16,48.04,Oxford Univ Press,Science Citation Index Expanded,1974,True,False,ENG,['1311'],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"Lancet Diabetes and Endocrinology,The",False,United Kingdom,8.217,,151,Q1,['Endocrinology'],"Biochemistry, Genetics and Molecular Biology",24,193,587,4006,7016,241,12.79,20.76,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,American Economic Journal: Economic Policy,False,United States,8.175,8.9,80,Q1,"['Economics, Econometrics and Finance (miscellaneous)']","Economics, Econometrics and Finance",16,49,152,2600,946,152,4.95,53.06,,,2009,True,False,ENG,['2000'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"Lancet Psychiatry,The",False,United Kingdom,8.167,,127,Q1,['Biological Psychiatry'],Neuroscience,3,255,941,4591,11027,317,14.05,18.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Nature Chemistry,False,United Kingdom,8.14,31.7,271,Q1,['Chemical Engineering (miscellaneous)'],Chemical Engineering,5,237,624,9584,9010,471,13.85,40.44,Nature Portfolio,Science Citation Index Expanded,2009,True,False,ENG,"['1500', ' 1600']",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"Lancet Infectious Diseases, The",False,United Kingdom,8.14,,273,Q1,['Infectious Diseases'],Medicine,38,503,1490,7976,16999,590,13.21,15.86,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Annual Review of Plant Biology,True,United States,8.131,42.5,286,Q1,['Plant Science'],Agricultural and Biological Sciences,3,27,111,4341,2740,106,19.26,160.78,Annual Reviews,Science Citation Index Expanded,1996,True,False,ENG,"['1307', ' 1110', ' 1312', ' 1314']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Nature Reviews Endocrinology,False,United Kingdom,8.124,44.7,187,Q1,['Endocrinology'],"Biochemistry, Genetics and Molecular Biology",26,174,450,7974,6747,203,12.99,45.83,Nature Portfolio,Science Citation Index Expanded,2009,True,True,ENG,"['1310', ' 2712']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,JAMA Oncology,False,United States,8.103,44.3,154,Q1,['Cancer Research'],"Biochemistry, Genetics and Molecular Biology",27,391,1268,6208,11554,525,8.64,15.88,Amer Medical Assoc,Science Citation Index Expanded,2015,True,False,ENG,"['2730', ' 1306']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,Cell Research,False,United Kingdom,8.06,41.8,200,Q1,"['Cell Biology', 'Molecular Biology']","Biochemistry, Genetics and Molecular Biology",28,154,442,4997,7990,258,20.64,32.45,Springernature,Science Citation Index Expanded,1996,True,True,ENG,"['1307', ' 1312']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Nature Physics,False,United Kingdom,7.955,28.0,315,Q1,['Physics and Astronomy (miscellaneous)'],Physics and Astronomy,12,363,990,10708,10541,525,10.68,29.5,Nature Portfolio,Science Citation Index Expanded,2005,True,True,ENG,['3100'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,ACS Energy Letters,False,United States,7.855,32.3,168,Q1,['Chemistry (miscellaneous)'],Chemistry,6,500,1329,26258,27603,1257,20.67,52.52,Amer Chemical Soc,Science Citation Index Expanded,2016,True,True,ENG,"['2505', ' 2102', ' 2103', ' 2105', ' 1601']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,Circulation,False,United States,7.8,42.1,654,Q1,"['Cardiology and Cardiovascular Medicine', 'Physiology (medical)']",Medicine,41,560,2310,21347,31955,1512,13.95,38.12,Lippincott Williams & Wilkins,Science Citation Index Expanded,1950,True,True,ENG,"['2737', ' 2705']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,Neuron,False,United States,7.736,26.9,511,Q1,['Neuroscience (miscellaneous)'],Neuroscience,4,378,1263,25298,14680,1120,10.37,66.93,Cell Press,Science Citation Index Expanded,1988,True,True,ENG,['2800'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
112,American Political Science Review,False,United Kingdom,7.734,9.9,191,Q1,"['Political Science and International Relations', 'Sociology and Political Science']",Social Sciences,6,108,269,7667,2178,259,6.83,70.99,Cambridge Univ Press,Social Sciences Citation Index,1906,True,True,ENG,"['3320', ' 3312']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,IEEE Journal on Selected Areas in Communications,False,United States,7.656,25.4,251,Q1,['Computer Networks and Communications'],Computer Science,2,242,685,11676,11104,660,16.98,48.25,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded,1983,True,True,ENG,"['2208', ' 1705']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Gastroenterology,False,United Kingdom,7.645,40.0,442,Q1,"['Gastroenterology', 'Hepatology']",Medicine,42,708,2242,16064,22444,1108,10.1,22.69,W B Saunders Co-Elsevier Inc,Science Citation Index Expanded,1945,True,True,ENG,"['2715', ' 2721']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,Psychological Bulletin,False,United States,7.635,31.4,345,Q1,['Psychology (miscellaneous)'],Psychology,2,22,124,6441,2990,120,22.27,292.77,Amer Psychological Assoc,Science Citation Index Expanded | Social Sciences Citation Index,1904,True,True,ENG,"['1207', ' 3200']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116,Marketing Science,False,United States,7.593,8.7,145,Q1,"['Business and International Management', 'Marketing']","Business, Management and Accounting",9,59,169,2478,1141,163,5.08,42.0,Informs,Social Sciences Citation Index,1996,True,False,ENG,"['1406', ' 1403']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Clinical Microbiology Reviews,False,United States,7.584,54.0,314,Q1,['Immunology and Microbiology (miscellaneous)'],Immunology and Microbiology,10,30,116,10525,3607,115,25.21,350.83,Amer Soc Microbiology,Science Citation Index Expanded,1988,True,False,ENG,"['2725', ' 2726', ' 2739', ' 2400', ' 2713']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
118,Nature Structural and Molecular Biology,False,United Kingdom,7.549,25.3,292,Q1,"['Molecular Biology', 'Structural Biology']","Biochemistry, Genetics and Molecular Biology",29,174,498,8286,5139,415,10.3,47.62,,,1998,True,True,ENG,"['1312', ' 1315']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Journal of Marketing Research,False,United States,7.415,11.2,192,Q1,"['Business and International Management', 'Marketing']","Business, Management and Accounting",10,71,180,4405,1511,177,6.13,62.04,Sage Publications Inc,Social Sciences Citation Index,1968,True,False,ENG,"['1406', ' 2002', ' 1403']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,American Sociological Review,False,United States,7.412,17.8,222,Q1,['Sociology and Political Science'],Social Sciences,7,37,126,3821,1565,119,7.65,103.27,Sage Publications Inc,Social Sciences Citation Index,1965,True,False,ENG,['3312'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121,Journal of Hepatology,False,Netherlands,7.398,41.1,282,Q1,['Hepatology'],Medicine,44,439,1265,15620,16924,657,12.62,35.58,Elsevier,Science Citation Index Expanded,1985,True,True,ENG,['2721'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,JAMA Cardiology,False,United States,7.371,41.2,99,Q1,['Cardiology and Cardiovascular Medicine'],Medicine,45,268,894,4332,8165,433,10.37,16.16,Amer Medical Assoc,Science Citation Index Expanded,2016,True,False,ENG,['2705'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,"Lancet Global Health,The",True,United Kingdom,7.37,,123,Q1,['Medicine (miscellaneous)'],Medicine,46,378,1066,6459,8936,360,8.75,17.09,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Annual Review of Genetics,False,United States,7.34,19.8,195,Q1,['Genetics'],"Biochemistry, Genetics and Molecular Biology",30,19,74,3115,962,74,10.5,163.95,Annual Reviews,Science Citation Index Expanded,1970,True,False,ENG,['1311'],1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Cancer Discovery,False,United States,7.268,21.9,209,Q1,['Oncology'],Medicine,47,468,1160,11262,11668,759,9.34,24.06,Amer Assoc Cancer Research,Science Citation Index Expanded,2011,True,False,ENG,['2730'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126,Living Reviews in Solar Physics,True,Switzerland,7.235,46.2,64,Q1,['Space and Planetary Science'],Earth and Planetary Sciences,3,3,13,1522,291,13,19.63,507.33,Springer Int Publ Ag,Science Citation Index Expanded,2004,True,False,ENG,"['1912', ' 3103']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
127,Journal of Management,False,United States,7.213,22.4,261,Q1,['Strategy and Management'],"Business, Management and Accounting",11,133,253,15864,4563,242,16.82,119.28,Sage Publications Inc,Social Sciences Citation Index,1975,True,False,ENG,"['1408', ' 2003']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Endocrine Reviews,False,United States,7.205,46.6,293,Q1,['Endocrinology'],"Biochemistry, Genetics and Molecular Biology",31,34,105,6348,2694,105,20.05,186.71,Endocrine Soc,Science Citation Index Expanded,1980,True,False,ENG,"['1310', ' 2712']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129,Manufacturing and Service Operations Management,False,United States,7.126,8.8,102,Q1,['Management Science and Operations Research'],Decision Sciences,1,186,232,9102,2005,229,8.06,48.94,,,1999,True,False,ENG,"['1803', ' 1408']",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Cell Systems,False,United States,7.112,18.3,76,Q1,['Cell Biology'],"Biochemistry, Genetics and Molecular Biology",32,94,326,5314,2909,295,7.5,56.53,Cell Press,Science Citation Index Expanded,2015,True,False,ENG,"['1307', ' 2722', ' 2734']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131,Nature Metabolism,False,Germany,7.045,23.8,57,Q1,['Cell Biology'],"Biochemistry, Genetics and Molecular Biology",33,194,467,9000,6082,343,12.72,46.39,Nature Portfolio,Science Citation Index Expanded,2019,True,True,ENG,"['1307', ' 2737', ' 2712', ' 2724']",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
132,Annual Review of Organizational Psychology and Organizational Behavior,False,United States,7.036,20.7,66,Q1,"['Applied Psychology', 'Social Psychology']",Psychology,3,18,53,2238,849,50,14.53,124.33,Annual Reviews,Social Sciences Citation Index,2014,True,False,ENG,"['1407', ' 3202', ' 3207']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,Nature Reviews Neuroscience,False,United Kingdom,6.97,32.4,455,Q1,['Neuroscience (miscellaneous)'],Neuroscience,5,118,434,9878,5120,291,10.42,83.71,Nature Portfolio,Science Citation Index Expanded,2000,True,True,ENG,['2800'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,European Urology,False,Netherlands,6.963,42.0,246,Q1,['Urology'],Medicine,51,383,1401,5961,10395,457,7.07,15.56,Elsevier,Science Citation Index Expanded,1975,True,True,ENG,['2748'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
135,Nature Reviews Cardiology,False,United Kingdom,6.932,41.7,164,Q1,['Cardiology and Cardiovascular Medicine'],Medicine,52,163,511,8843,7243,245,15.0,54.25,Nature Portfolio,Science Citation Index Expanded,2009,True,True,ENG,['2705'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136,Annual Review of Biophysics,False,United States,6.926,27.7,169,Q1,['Bioengineering'],Chemical Engineering,6,23,63,3205,961,63,12.4,139.35,Annual Reviews,Science Citation Index Expanded,2008,True,False,ENG,"['1307', ' 1303', ' 1502', ' 1315', ' 1304']",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Nature Climate Change,False,United Kingdom,6.849,32.5,239,Q1,['Environmental Science (miscellaneous)'],Environmental Science,6,289,815,9408,11765,385,14.87,32.55,Nature Portfolio,Science Citation Index Expanded | Social Sciences Citation Index,2011,True,True,ENG,"['3301', ' 2301']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Materials Science and Engineering: R: Reports,False,Netherlands,6.842,,159,Q1,"['Mechanical Engineering', 'Mechanics of Materials']",Engineering,8,15,77,4386,2636,77,32.07,292.4,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Chem,False,United States,6.8,32.8,122,Q1,['Chemical Engineering (miscellaneous)'],Chemical Engineering,7,261,758,12775,12510,660,15.42,48.95,Cell Press,Science Citation Index Expanded,2016,True,False,ENG,"['2505', ' 2704', ' 1500', ' 2304', ' 1303', ' 1600']",1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
140,Annals of Mathematics,False,United States,6.76,9.1,129,Q1,"['Mathematics (miscellaneous)', 'Statistics and Probability']",Mathematics,1,28,105,1538,603,105,4.55,54.93,Princeton Univ,Science Citation Index Expanded,1996,True,False,ENG,"['1804', ' 2601']",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
